date,value
2016-03-02,44.4560394287
2016-03-03,44.8254432678
2016-03-04,45.1305923462
2016-03-07,45.1305923462
2016-03-08,44.5443878174
2016-03-09,44.785282135
2016-03-10,44.7371025085
2016-03-11,45.7007598877
2016-03-14,45.5963516235
2016-03-15,45.2513046265
2016-03-16,45.7269554138
2016-03-17,46.1461791992
2016-03-18,46.2267875671
2016-03-21,46.2267875671
2016-03-22,46.1461791992
2016-03-23,45.6866455078
2016-03-24,45.5898857117
2016-03-28,45.7511405945
2016-03-29,46.2509727478
2016-03-30,46.5331420898
2016-03-31,46.5089492798
2016-04-01,46.4283332825
2016-04-04,46.2429008484
2016-04-05,45.6302261353
2016-04-06,46.1622886658
2016-04-07,45.4770393372
2016-04-08,45.9043083191
2016-04-11,45.9526939392
2016-04-12,46.5008926392
2016-04-13,47.1377754211
2016-04-14,47.097454071
2016-04-15,47.0329666138
2016-04-18,47.3473892212
2016-04-19,47.8391685486
2016-04-20,47.8552818298
2016-04-21,47.5811882019
2016-04-22,47.5569992065
2016-04-25,47.4038162231
2016-04-26,47.5731277466
2016-04-27,47.6295661926
2016-04-28,47.2667579651
2016-04-29,46.9765434265
2016-05-02,47.3070869446
2016-05-03,46.6943702698
2016-05-04,46.2912864685
2016-05-05,46.2832221985
2016-05-06,46.4363937378
2016-05-09,46.2590408325
2016-05-10,46.9281654358
2016-05-11,46.5976409912
2016-05-12,46.5170059204
2016-05-13,46.0655403137
2016-05-16,46.5815162659
2016-05-17,46.1945419312
2016-05-18,46.1703567505
2016-05-19,45.9204406738
2016-05-20,46.3074073792
2016-05-23,46.1622886658
2016-05-24,46.8314323425
2016-05-25,47.1861572266
2016-05-26,47.2425956726
2016-05-27,47.3151359558
2016-05-31,47.2828979492
2016-06-01,47.3715744019
2016-06-02,47.4844398499
2016-06-03,47.6215057373
2016-06-06,47.8955955505
2016-06-07,48.1938858032
2016-06-08,48.3228759766
2016-06-09,48.0084571838
2016-06-10,47.1136016846
2016-06-13,46.6540565491
2016-06-14,46.3176116943
2016-06-15,46.5207824707
2016-06-16,46.5451622009
2016-06-17,46.6345672607
2016-06-20,47.2766227722
2016-06-21,47.4797935486
2016-06-22,47.398525238
2016-06-23,48.3494338989
2016-06-24,45.7811851501
2016-06-27,44.797794342
2016-06-28,45.7730636597
2016-06-29,46.6020545959
2016-06-30,47.195350647
2016-07-01,47.4147834778
2016-07-05,46.7727279663
2016-07-06,46.8946266174
2016-07-07,46.7564659119
2016-07-08,47.5042037964
2016-07-11,47.9349441528
2016-07-12,48.3738136292
2016-07-13,48.3494338989
2016-07-14,48.7151641846
2016-07-15,48.609500885
2016-07-18,48.7232818604
2016-07-19,48.4632034302
2016-07-20,48.7314147949
2016-07-21,48.5688705444
2016-07-22,48.7558021545
2016-07-25,48.609500885
2016-07-26,48.8045501709
2016-07-27,48.8208007812
2016-07-28,48.8695907593
2016-07-29,49.1540298462
2016-08-01,48.9671096802
2016-08-02,48.6582679749
2016-08-03,48.7639274597
2016-08-04,48.8451881409
2016-08-05,49.2271728516
2016-08-08,49.2921981812
2016-08-09,49.4872627258
2016-08-10,49.4628601074
2016-08-11,49.8286094666
2016-08-12,49.7229423523
2016-08-15,49.9586372375
2016-08-16,49.7635803223
2016-08-17,49.7473335266
2016-08-18,49.9505081177
2016-08-19,49.7717018127
2016-08-22,49.6985702515
2016-08-23,49.8529930115
2016-08-24,49.584777832
2016-08-25,49.5685386658
2016-08-26,49.3328285217
2016-08-29,49.6172790527
2016-08-30,49.5197715759
2016-08-31,49.3246879578
2016-09-01,49.4953765869
2016-09-02,49.9423713684
2016-09-06,50.2512283325
2016-09-07,50.3243598938
2016-09-08,50.1130638123
2016-09-09,48.8939704895
2016-09-12,49.4709968567
2016-09-13,48.5405464172
2016-09-14,48.5242004395
2016-09-15,49.0878715515
2016-09-16,48.6875915527
2016-09-19,48.8591308594
2016-09-20,48.9816741943
2016-09-21,49.7168731689
2016-09-22,50.0518264771
2016-09-23,49.6842041016
2016-09-26,49.2349052429
2016-09-27,49.5453414917
2016-09-28,49.872089386
2016-09-29,49.3656158447
2016-09-30,49.7087211609
2016-10-03,49.6270332336
2016-10-04,49.4309692383
2016-10-05,49.7413978577
2016-10-06,49.5943527222
2016-10-07,49.4064559937
2016-10-10,49.6188621521
2016-10-11,48.8673057556
2016-10-12,48.9326477051
2016-10-13,48.6957626343
2016-10-14,48.7284393311
2016-10-17,48.5813941956
2016-10-18,49.0061836243
2016-10-19,49.2185783386
2016-10-20,49.1940612793
2016-10-21,49.0878715515
2016-10-24,49.2512550354
2016-10-25,49.1205635071
2016-10-26,48.9081573486
2016-10-27,48.8182945251
2016-10-28,48.671245575
2016-10-31,48.7284393311
2016-11-01,48.4343452454
2016-11-02,48.0994110107
2016-11-03,47.9687042236
2016-11-04,47.7154655457
2016-11-07,48.671245575
2016-11-08,48.8836479187
2016-11-09,48.9816741943
2016-11-10,48.8428039551
2016-11-11,48.5732154846
2016-11-14,48.5568771362
2016-11-15,49.0143470764
2016-11-16,48.7529411316
2016-11-17,49.022518158
2016-11-18,48.7774429321
2016-11-21,49.2267379761
2016-11-22,49.3411102295
2016-11-23,49.3002624512
2016-11-25,49.4799842834
2016-11-28,49.2839355469
2016-11-29,49.3819541931
2016-11-30,49.3084411621
2016-12-01,49.0878715515
2016-12-02,49.1940612793
2016-12-05,49.5535011292
2016-12-06,49.7985801697
2016-12-07,50.4847831726
2016-12-08,50.6236686707
2016-12-09,50.7706985474
2016-12-12,50.6154785156
2016-12-13,51.0239295959
2016-12-14,50.3622436523
2016-12-15,50.4521102905
2016-12-16,50.403087616
2016-12-19,50.4439315796
2016-12-20,50.6389846802
2016-12-21,50.5566940308
2016-12-22,50.3591690063
2016-12-23,50.4414634705
2016-12-27,50.5402297974
2016-12-28,50.2439498901
2016-12-29,50.3015556335
2016-12-30,50.2027931213
2017-01-03,50.6142921448
2017-01-04,51.0751686096
2017-01-05,51.2397575378
2017-01-06,51.2480010986
2017-01-09,51.1081008911
2017-01-10,51.1574745178
2017-01-11,51.437297821
2017-01-12,51.3385238647
2017-01-13,51.5113677979
2017-01-17,51.3549880981
2017-01-18,51.2973823547
2017-01-19,51.1739311218
2017-01-20,51.3467674255
2017-01-23,51.3467674255
2017-01-24,51.7006492615
2017-01-25,52.161529541
2017-01-26,52.0545272827
2017-01-27,51.9886894226
2017-01-30,51.6183547974
2017-01-31,51.7088890076
2017-02-01,51.782951355
2017-02-02,51.8817176819
2017-02-03,52.145072937
2017-02-06,51.9640197754
2017-02-07,51.9310951233
2017-02-08,51.996925354
2017-02-09,52.2602996826
2017-02-10,52.523639679
2017-02-13,52.7870025635
2017-02-14,52.8939971924
2017-02-15,53.1984939575
2017-02-16,53.2149734497
2017-02-17,53.1902618408
2017-02-21,53.4700927734
2017-02-22,53.4618606567
2017-02-23,53.4618606567
2017-02-24,53.3466453552
2017-02-27,53.305480957
2017-02-28,53.0997390747
2017-03-01,53.7499160767
2017-03-02,53.3548622131
2017-03-03,53.552406311
2017-03-06,53.4042472839
2017-03-07,53.231426239
2017-03-08,53.0750541687
2017-03-09,53.0997390747
2017-03-10,53.3960189819
2017-03-13,53.6017608643
2017-03-14,53.3137207031
2017-03-15,53.963886261
2017-03-16,54.0461845398
2017-03-17,54.0626487732
2017-03-20,53.9885749817
2017-03-21,53.4536209106
2017-03-22,53.5359420776
2017-03-23,53.5030097961
2017-03-24,53.6017608643
2017-03-27,53.6593818665
2017-03-28,53.963886261
2017-03-29,54.0407333374
2017-03-30,54.0159339905
2017-03-31,53.8837432861
2017-04-03,53.8341827393
2017-04-04,53.8672218323
2017-04-05,53.6606674194
2017-04-06,53.7433052063
2017-04-07,53.6772041321
2017-04-10,53.7019882202
2017-04-11,53.7515525818
2017-04-12,53.6276283264
2017-04-13,53.2888870239
2017-04-17,53.7433052063
2017-04-18,53.4541358948
2017-04-19,53.3467216492
2017-04-20,53.7928657532
2017-04-21,53.7102508545
2017-04-24,54.5529632568
2017-04-25,54.8834381104
2017-04-26,54.8503799438
2017-04-27,54.8751754761
2017-04-28,54.7594909668
2017-05-01,54.8751754761
2017-05-02,55.0899810791
2017-05-03,54.8999557495
2017-05-04,55.0238685608
2017-05-05,55.4204483032
2017-05-08,55.2221717834
2017-05-09,55.263469696
2017-05-10,55.3626251221
2017-05-11,55.280002594
2017-05-12,55.2469444275
2017-05-15,55.6187286377
2017-05-16,55.7261505127
2017-05-17,54.8669052124
2017-05-18,54.8999557495
2017-05-19,55.4534988403
2017-05-22,55.6765708923
2017-05-23,55.6683082581
2017-05-24,55.7757072449
2017-05-25,55.9657173157
2017-05-26,55.9078979492
2017-05-30,55.8500709534
2017-05-31,55.8252868652
2017-06-01,56.2383804321
2017-06-02,56.5771064758
2017-06-05,56.4531707764
2017-06-06,56.3292655945
2017-06-07,56.3292655945
2017-06-08,56.3127365112
2017-06-09,56.2135925293
2017-06-12,56.1309814453
2017-06-13,56.4944877625
2017-06-14,56.3540420532
2017-06-15,56.0070495605
2017-06-16,56.2548980713
2017-06-19,56.6101570129
2017-06-20,56.1144676208
2017-06-21,56.1144676208
2017-06-22,56.1392288208
2017-06-23,56.2383804321
2017-06-26,56.4118728638
2017-06-27,56.1144676208
2017-06-28,56.5853004456
2017-06-29,56.0445709229
2017-06-30,56.1776771545
2017-07-03,56.2691726685
2017-07-05,56.2691726685
2017-07-06,55.7950019836
2017-07-07,56.0445709229
2017-07-10,56.1693687439
2017-07-11,56.2192764282
2017-07-12,56.7100906372
2017-07-13,56.876449585
2017-07-14,57.217540741
2017-07-17,57.1759300232
2017-07-18,57.225856781
2017-07-19,57.5336608887
2017-07-20,57.6334877014
2017-07-21,57.5336608887
2017-07-24,57.5336608887
2017-07-25,57.6501197815
2017-07-26,57.8248214722
2017-07-27,57.6833839417
2017-07-28,57.6584396362
2017-07-31,57.6667556763
2017-08-01,57.9163284302
2017-08-02,57.8664093018
2017-08-03,57.7915306091
2017-08-04,57.8997001648
2017-08-07,58.0411186218
2017-08-08,57.8580970764
2017-08-09,57.7249984741
2017-08-10,56.8431816101
2017-08-11,56.8681411743
2017-08-14,57.3922348022
2017-08-15,57.3340072632
2017-08-16,57.6168441772
2017-08-17,56.8015823364
2017-08-18,56.8681411743
2017-08-21,56.918056488
2017-08-22,57.3755836487
2017-08-23,57.3090438843
2017-08-24,57.217540741
2017-08-25,57.442150116
2017-08-28,57.4338188171
2017-08-29,57.3839035034
2017-08-30,57.5502929688
2017-08-31,57.907989502
2017-09-01,58.0827064514
2017-09-05,57.6917190552
2017-09-06,57.907989502
2017-09-07,58.1326141357
2017-09-08,58.0660743713
2017-09-11,58.6234321594
2017-09-12,58.78150177
2017-09-13,58.6317443848
2017-09-14,58.6483955383
2017-09-15,58.7565307617
2017-09-18,58.9562149048
2017-09-19,59.0476951599
2017-09-20,59.0476951599
2017-09-21,58.8896446228
2017-09-22,58.9312477112
2017-09-25,58.6733627319
2017-09-26,58.61510849
2017-09-27,58.7271575928
2017-09-28,58.8024024963
2017-09-29,59.1284828186
2017-10-02,59.2622375488
2017-10-03,59.5214271545
2017-10-04,59.5465164185
2017-10-05,59.7221069336
2017-10-06,59.6468734741
2017-10-09,59.5632324219
2017-10-10,59.8892936707
2017-10-11,60.0565414429
2017-10-12,60.0230941772
2017-10-13,60.1902961731
2017-10-16,60.2153968811
2017-10-17,60.1902961731
2017-10-18,60.232131958
2017-10-19,60.1568832397
2017-10-20,60.298992157
2017-10-23,60.0649147034
2017-10-24,60.1652336121
2017-10-25,59.9227523804
2017-10-26,59.9394798279
2017-10-27,60.2572174072
2017-10-30,60.1819610596
2017-10-31,60.3742523193
2017-11-01,60.5080413818
2017-11-02,60.5749168396
2017-11-03,60.6250724792
2017-11-06,60.7839202881
2017-11-07,60.658531189
2017-11-08,60.7922859192
2017-11-09,60.4578552246
2017-11-10,60.407699585
2017-11-13,60.3157348633
